symbol,side,opt_type,strike,entry_ts,exit_ts,qty,lots,lot_size,premium_entry,premium_exit,bar_vol_entry,bar_vol_exit,size_vs_bar_vol_entry_pct,size_vs_bar_vol_exit_pct,net_pnl
TECHM,long,CE,1380.0,2026-05-18 10:20:00,2026-05-18 10:20:00,1800,3,600,55.75,55.75,0.0,0.0,,,-196.1262238
TECHM,short,PE,1420.0,2026-05-21 10:40:00,2026-05-21 10:50:00,1800,3,600,54.4,54.35,3600.0,0.0,50.0,,-282.42638049999493
TECHM,long,CE,1440.0,2026-06-15 11:00:00,2026-06-15 11:10:00,1800,3,600,38.0,40.0,57000.0,100800.0,3.1578947368421053,1.7857142857142858,3447.5474264
TITAN,short,PE,4000.0,2026-04-17 10:45:00,2026-04-17 10:45:00,525,3,175,54.0,54.0,0.0,0.0,,,-89.2733278
TITAN,long,CE,4100.0,2026-05-14 11:20:00,2026-05-14 11:30:00,525,3,175,165.4,165.4,0.0,0.0,,,-176.06904477999998
TITAN,long,CE,4150.0,2026-05-25 11:05:00,2026-05-25 15:15:00,525,3,175,133.0,121.05,9450.0,6300.0,5.555555555555555,8.333333333333334,-6418.053271667502
TITAN,long,CE,4200.0,2026-06-04 13:15:00,2026-06-04 13:15:00,525,3,175,106.5,125.95,112000.0,112000.0,0.46875,0.46875,10070.4571063925
TITAN,long,CE,4400.0,2026-06-17 10:05:00,2026-06-17 10:25:00,525,3,175,124.9,117.25,350.0,0.0,150.0,,-4156.589020502503
TRENT,long,CE,2333.35,2026-04-06 10:25:00,2026-04-06 10:25:00,450,3,150,400.0,400.0,0.0,0.0,,,-314.33224
TRENT,short,PE,2800.0,2026-04-29 13:40:00,2026-04-29 15:15:00,450,3,150,175.0,194.0,0.0,0.0,,,8377.0416293
TRENT,long,CE,2666.65,2026-05-13 10:35:00,2026-05-13 11:25:00,450,3,150,231.2,232.05,0.0,0.0,,,180.49994352501028
TRENT,long,CE,2800.0,2026-05-22 10:00:00,2026-05-22 10:10:00,450,3,150,162.1,175.85,15500.0,24400.0,2.903225806451613,1.8442622950819672,6025.612543115
TRENT,long,CE,2866.65,2026-05-22 13:10:00,2026-05-22 14:00:00,450,3,150,147.05,153.45,12700.0,8600.0,3.543307086614173,5.232558139534884,2731.60165234999
TRENT,long,CE,3200.0,2026-06-24 10:10:00,2026-06-24 10:10:00,675,3,225,129.0,142.0,35775.0,35775.0,1.8867924528301887,1.8867924528301887,8589.45286805
TRENT,long,CE,3200.0,2026-06-24 10:35:00,2026-06-24 10:40:00,675,3,225,133.25,130.75,7200.0,11025.0,9.375,6.122448979591836,-1866.42842755
ULTRACEMCO,long,CE,11400.0,2026-05-21 10:30:00,2026-05-21 11:45:00,150,3,50,425.8,433.0,0.0,0.0,,,936.8898801199982
ULTRACEMCO,short,PE,11500.0,2026-06-25 14:10:00,2026-06-25 14:35:00,150,3,50,271.3,277.0,0.0,0.0,,,746.5170511699982
WIPRO,short,PE,190.0,2026-05-12 10:25:00,2026-05-12 10:55:00,9000,3,3000,11.69,12.43,6000.0,0.0,150.0,,6449.737909280002
WIPRO,long,CE,175.0,2026-06-25 14:05:00,2026-06-25 14:05:00,9000,3,3000,6.07,6.35,129000.0,129000.0,6.976744186046512,6.976744186046512,2389.105739479994
