symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,exit_reason,gross_pnl,cost,net_pnl,bars_held
ADANIENT,long,2026-04-01 10:10:00,2026-04-01 10:25:00,1888.0,1880.448,309,SL,-2333.567999999971,156.64528662860803,-2490.213286628579,4
ADANIENT,short,2026-04-01 11:55:00,2026-04-01 12:05:00,1869.5,1876.978,309,SL,-2310.7020000000202,156.00770833298805,-2466.709708333008,3
ADANIENT,long,2026-04-06 10:45:00,2026-04-06 11:10:00,1872.6,1865.1096,309,SL,-2314.5335999999716,155.7525655406416,-2470.286165540613,6
ADANIENT,short,2026-04-07 10:25:00,2026-04-07 14:55:00,1904.0,1911.616,309,SL,-2353.3439999999955,158.015660158336,-2511.3596601583313,55
ADANIENT,long,2026-04-08 13:35:00,2026-04-08 15:15:00,2074.8,2074.5,309,TIME,-92.7000000000562,167.8362216178,-260.5362216178562,21
ADANIENT,long,2026-04-09 11:15:00,2026-04-09 11:30:00,2077.0,2076.0,309,OI_FLIP,-309.0,167.932443538,-476.93244353800003,4
ADANIENT,short,2026-04-10 10:10:00,2026-04-10 10:20:00,2075.0,2083.3,309,SL,-2564.700000000056,167.96811703180003,-2732.668117031856,3
ADANIENT,long,2026-04-13 10:00:00,2026-04-13 10:05:00,2140.4,2157.5232,309,TGT,5291.068799999999,172.4400958564672,5118.628704143532,2
ADANIENT,short,2026-04-15 13:25:00,2026-04-15 14:50:00,2190.0,2184.0,309,OI_FLIP,1854.0,174.471586204,1679.528413796,18
ADANIENT,long,2026-04-17 14:20:00,2026-04-17 15:15:00,2251.0,2245.0,309,OI_FLIP,-1854.0,177.82407181600001,-2031.824071816,12
ADANIENT,long,2026-04-23 11:10:00,2026-04-23 11:15:00,2320.0,2310.72,309,SL,-2867.520000000062,181.68785221312,-3049.207852213182,2
ADANIENT,long,2026-05-04 14:15:00,2026-05-04 15:15:00,2511.5,2501.454,309,SL,-3104.213999999945,192.78889691088398,-3297.002896910829,13
ADANIENT,short,2026-05-12 13:10:00,2026-05-12 14:05:00,2451.7,2432.0863999999997,309,TGT,6060.602400000042,189.5144958601744,5871.0879041398675,12
ADANIENT,long,2026-05-13 11:45:00,2026-05-13 13:10:00,2506.6,2526.6528,309,TGT,6196.315199999979,193.8673632376288,6002.447836762351,18
ADANIENT,long,2026-05-14 11:50:00,2026-05-14 11:50:00,2714.8,2703.9408000000003,309,SL,-3355.492799999961,204.57397465007685,-3560.0667746500376,1
ADANIENT,long,2026-05-14 14:35:00,2026-05-14 14:40:00,2725.4,2714.4984,309,SL,-3368.5944000000445,205.18844500932641,-3573.782845009371,2
ADANIENT,short,2026-05-18 10:45:00,2026-05-18 10:55:00,2690.5,2701.262,309,SL,-3325.458000000053,203.791141626052,-3529.249141626105,3
ADANIENT,long,2026-05-20 14:10:00,2026-05-20 15:15:00,2727.0,2725.5,309,TIME,-463.5,205.70735456499997,-669.207354565,14
ADANIENT,long,2026-05-22 14:15:00,2026-05-22 14:30:00,2745.5,2734.518,309,SL,-3393.437999999991,206.35361993582802,-3599.791619935819,4
ADANIENT,long,2026-05-25 11:00:00,2026-05-25 11:00:00,2826.4,2815.0944,309,SL,-3493.4304000000434,211.0433040927424,-3704.4737040927857,1
ADANIENT,long,2026-05-25 13:05:00,2026-05-25 13:10:00,2840.0,2862.72,309,TGT,7020.479999999938,213.37542152512,6807.104578474818,2
ADANIENT,long,2026-05-26 11:50:00,2026-05-26 14:15:00,2946.8,2970.3744,309,TGT,7284.48959999999,219.6245535740224,7064.865046425967,30
ADANIPORTS,long,2026-04-06 13:20:00,2026-04-06 14:15:00,1394.2,1405.3536000000001,475,TGT,5297.960000000046,172.60321120824,5125.356788791806,12
ADANIPORTS,short,2026-04-07 10:55:00,2026-04-07 11:55:00,1391.0,1396.564,475,SL,-2642.900000000037,171.65044508260002,-2814.550445082637,13
ADANIPORTS,long,2026-04-07 13:35:00,2026-04-07 15:15:00,1397.8,1396.1,475,TIME,-807.5000000000216,172.02998888500002,-979.5299888850216,21
ADANIPORTS,long,2026-04-10 14:20:00,2026-04-10 15:15:00,1491.9,1495.3,475,TIME,1614.9999999999352,180.79664597999997,1434.2033540199352,12
ADANIPORTS,long,2026-04-13 11:15:00,2026-04-13 12:00:00,1480.0,1483.1,475,OI_FLIP,1472.4999999999568,179.712023665,1292.7879763349567,10
ADANIPORTS,short,2026-04-15 13:25:00,2026-04-15 14:00:00,1520.0,1524.0,475,OI_FLIP,-1900.0,183.1507646,-2083.1507646,8
ADANIPORTS,short,2026-04-17 11:50:00,2026-04-17 13:40:00,1568.3,1574.4,475,OI_FLIP,-2897.5000000000646,187.50975780500005,-3085.0097578050645,23
ADANIPORTS,short,2026-04-27 13:25:00,2026-04-27 14:25:00,1633.3,1639.8332,475,SL,-3103.2700000000377,193.32862110238003,-3296.598621102418,13
ADANIPORTS,short,2026-04-30 14:05:00,2026-04-30 14:05:00,1622.0,1609.024,475,TGT,6163.600000000053,191.9330758216,5971.666924178453,1
ADANIPORTS,long,2026-05-04 11:10:00,2026-05-04 11:15:00,1751.0,1743.996,475,SL,-3326.899999999955,203.23296072140002,-3530.132960721355,2
ADANIPORTS,short,2026-05-12 14:00:00,2026-05-12 14:20:00,1702.3,1709.1091999999999,475,SL,-3234.3699999999617,199.50193577578003,-3433.871935775742,5
ADANIPORTS,long,2026-05-25 10:55:00,2026-05-25 15:15:00,1809.2,1809.4,475,TIME,95.0000000000216,208.93704799000002,-113.93704798997842,53
ASIANPAINT,short,2026-04-02 10:30:00,2026-04-02 10:50:00,2171.8,2180.4872,250,SL,-2171.799999999962,149.4670084492,-2321.267008449162,5
ASIANPAINT,long,2026-04-16 10:25:00,2026-04-16 11:10:00,2440.0,2446.5,250,OI_FLIP,1625.0,162.23289524999998,1462.76710475,10
ASIANPAINT,long,2026-04-21 10:40:00,2026-04-21 11:40:00,2579.7,2569.3812,250,SL,-2579.7000000000025,168.1889773582,-2747.8889773582027,13
ASIANPAINT,long,2026-05-19 11:55:00,2026-05-19 12:25:00,2633.3,2622.7668000000003,250,SL,-2633.299999999963,170.70283911980002,-2804.002839119763,7
ASIANPAINT,long,2026-05-22 11:05:00,2026-05-22 11:15:00,2648.0,2642.5,250,OI_FLIP,-1375.0,171.57888925,-1546.57888925,3
ASIANPAINT,short,2026-05-29 14:10:00,2026-05-29 14:10:00,2665.6,2676.2624,250,SL,-2665.6000000000404,172.7193561664,-2838.3193561664402,1
ASIANPAINT,short,2026-06-24 10:00:00,2026-06-24 10:00:00,2650.2,2660.8008,250,SL,-2650.2000000000407,171.9941918188,-2822.194191818841,1
AXISBANK,long,2026-04-01 14:20:00,2026-04-01 14:45:00,1220.0,1215.12,625,SL,-3050.000000000068,190.2462383,-3240.2462383000684,6
AXISBANK,long,2026-04-02 14:15:00,2026-04-02 15:05:00,1208.5,1218.1680000000001,625,TGT,6042.500000000075,190.22654299500002,5852.273457005074,11
AXISBANK,long,2026-04-06 10:35:00,2026-04-06 11:45:00,1226.3,1236.1104,625,TGT,6131.5000000000455,192.33318136100002,5939.166818639045,15
AXISBANK,long,2026-04-07 10:25:00,2026-04-07 10:50:00,1253.2,1248.1872,625,SL,-3132.9999999999814,194.138971998,-3327.1389719979816,6
AXISBANK,long,2026-04-07 13:35:00,2026-04-07 15:05:00,1258.9,1268.9712000000002,625,TGT,6294.500000000056,196.191406683,6098.308593317056,19
AXISBANK,long,2026-04-08 10:50:00,2026-04-08 15:05:00,1339.2,1349.9136,625,TGT,6696.000000000026,205.694949424,6490.305050576027,52
AXISBANK,long,2026-05-06 14:25:00,2026-05-06 15:15:00,1305.8,1314.0,625,TIME,5125.000000000028,201.53622575,4923.463774250028,11
AXISBANK,short,2026-05-14 10:50:00,2026-05-14 11:20:00,1251.5,1256.506,625,SL,-3128.7500000000537,194.52843847749998,-3323.2784384775537,7
AXISBANK,short,2026-05-19 13:55:00,2026-05-19 15:05:00,1246.7,1251.6868,625,SL,-3116.749999999939,193.96337534949998,-3310.713375349439,15
AXISBANK,long,2026-05-20 10:35:00,2026-05-20 14:05:00,1249.7,1259.6976,625,TGT,6248.49999999995,195.10258235900002,6053.39741764095,43
AXISBANK,long,2026-05-22 10:15:00,2026-05-22 12:50:00,1283.7,1293.9696000000001,625,TGT,6418.500000000051,199.12649833900002,6219.373501661051,32
AXISBANK,short,2026-06-25 13:15:00,2026-06-25 15:15:00,1379.3,1376.2,625,TIME,1937.4999999999432,209.34922937500002,1728.150770624943,25
BAJAJ-AUTO,short,2026-04-01 11:10:00,2026-04-01 14:30:00,8955.0,8883.36,75,TGT,5372.999999999956,173.368280938,5199.631719061957,41
BAJAJ-AUTO,long,2026-04-06 10:10:00,2026-04-06 10:20:00,8856.0,8926.848,75,TGT,5313.599999999997,172.9734114784,5140.626588521597,3
BAJAJ-AUTO,long,2026-04-07 13:40:00,2026-04-07 13:45:00,9003.0,9075.024,75,TGT,5401.799999999957,175.0611137692,5226.738886230757,2
BAJAJ-AUTO,short,2026-04-09 13:25:00,2026-04-09 15:15:00,9495.0,9479.5,75,TIME,1162.5,181.165026475,981.334973525,23
BAJAJ-AUTO,short,2026-04-16 10:35:00,2026-04-16 15:15:00,9795.0,9801.5,75,TIME,-487.5,185.467886575,-672.967886575,57
BAJAJ-AUTO,short,2026-04-17 13:15:00,2026-04-17 15:15:00,9741.0,9740.5,75,TIME,37.5,184.683888325,-147.183888325,25
BAJAJ-AUTO,long,2026-04-20 10:35:00,2026-04-20 15:15:00,9799.0,9850.0,75,TIME,3825.0,186.06478794999998,3638.93521205,57
BAJAJ-AUTO,long,2026-04-21 10:05:00,2026-04-21 13:40:00,9844.0,9804.624,75,SL,-2953.2000000000153,185.70627899919998,-3138.9062789992154,44
BAJAJ-AUTO,short,2026-04-22 10:10:00,2026-04-22 14:35:00,9755.0,9676.96,75,TGT,5853.0000000000655,184.63959581799998,5668.360404182065,54
BAJAJ-AUTO,long,2026-04-23 13:25:00,2026-04-23 13:40:00,9584.5,9546.162,75,SL,-2875.3499999999804,182.0550823921,-3057.40508239208,4
BAJAJ-AUTO,short,2026-04-28 11:30:00,2026-04-28 12:55:00,9520.0,9443.84,75,TGT,5711.999999999989,181.32864707200002,5530.671352927989,18
BAJAJ-AUTO,long,2026-04-30 10:45:00,2026-04-30 10:45:00,9664.0,9625.344,75,SL,-2899.2000000000644,183.1736570752,-3082.3736570752644,1
BAJAJ-AUTO,long,2026-05-18 11:25:00,2026-05-18 12:20:00,10107.0,10066.572,75,SL,-3032.0999999999913,189.40672103260002,-3221.5067210325915,12
BAJAJ-AUTO,short,2026-06-12 09:55:00,2026-06-12 10:00:00,9994.0,9914.048,75,TGT,5996.399999999949,188.00690113840002,5808.393098861548,2
BAJAJFINSV,long,2026-04-06 13:15:00,2026-04-06 15:15:00,1695.0,1701.0,250,TIME,1500.0,127.16455600000002,1372.835444,25
BAJAJFINSV,short,2026-04-07 11:15:00,2026-04-07 11:55:00,1682.8,1689.5312,250,SL,-1682.799999999986,126.44068598320001,-1809.240685983186,9
BAJAJFINSV,long,2026-04-07 13:35:00,2026-04-07 15:15:00,1699.5,1706.1,250,TIME,1649.9999999999773,127.39825660000001,1522.6017433999773,21
BAJAJFINSV,short,2026-04-09 13:45:00,2026-04-09 15:15:00,1788.6,1785.0,250,TIME,899.9999999999773,131.3108296,768.6891703999772,19
BAJAJFINSV,short,2026-04-15 13:30:00,2026-04-15 14:20:00,1840.5,1844.0,250,OI_FLIP,-875.0,133.82639825,-1008.82639825,11
BAJAJFINSV,short,2026-04-16 11:55:00,2026-04-16 15:15:00,1859.3,1852.0,250,TIME,1824.9999999999886,134.59857805000001,1690.4014219499886,41
BAJAJFINSV,short,2026-04-27 10:30:00,2026-04-27 10:40:00,1787.8,1794.9512,250,SL,-1787.8000000000043,131.38498835320001,-1919.1849883532043,3
BAJAJFINSV,short,2026-04-30 14:30:00,2026-04-30 14:35:00,1746.5,1753.486,250,SL,-1746.500000000026,129.440229421,-1875.9402294210258,2
BAJAJFINSV,short,2026-05-14 13:45:00,2026-05-14 14:30:00,1743.4,1750.3736000000001,250,SL,-1743.4000000000083,129.2942547796,-1872.6942547796084,10
BAJAJFINSV,long,2026-05-21 10:05:00,2026-05-21 10:20:00,1785.9,1778.7564,250,SL,-1785.9000000000265,130.9594350754,-1916.8594350754265,4
BAJAJFINSV,short,2026-05-26 10:00:00,2026-05-26 10:25:00,1811.6,1818.8464,250,SL,-1811.5999999999985,132.5056968904,-1944.1056968903986,6
BAJAJFINSV,long,2026-06-01 10:45:00,2026-06-01 11:35:00,1797.4,1790.2104000000002,250,SL,-1797.399999999982,131.4987897444,-1928.898789744382,11
BAJFINANCE,short,2026-04-01 13:50:00,2026-04-01 14:40:00,834.15,827.4768,750,TGT,5004.899999999963,164.72459133939998,4840.175408660563,11
BAJFINANCE,short,2026-04-09 13:50:00,2026-04-09 15:00:00,906.0,909.624,750,SL,-2718.0000000000177,175.18679849199998,-2893.1867984920177,15
BAJFINANCE,short,2026-04-23 10:55:00,2026-04-23 11:20:00,916.1,919.7644,750,SL,-2748.3,176.6135828902,-2924.9135828902004,6
BAJFINANCE,short,2026-04-27 10:35:00,2026-04-27 10:40:00,915.8,919.4631999999999,750,SL,-2747.3999999999705,176.5712031556,-2923.9712031555705,2
BAJFINANCE,short,2026-04-28 09:55:00,2026-04-28 12:00:00,930.1,922.6592,750,TGT,5580.599999999976,178.2431246236,5402.356875376376,26
BAJFINANCE,long,2026-05-18 11:40:00,2026-05-18 12:00:00,904.85,901.2306,750,SL,-2714.550000000031,174.51349710730003,-2889.063497107331,5
BAJFINANCE,short,2026-05-20 10:05:00,2026-05-20 10:30:00,914.3,917.9572,750,SL,-2742.8999999999915,176.35930448259998,-2919.2593044825912,6
BAJFINANCE,long,2026-06-05 10:10:00,2026-06-05 10:10:00,914.35,910.6926,750,SL,-2743.0500000000393,175.8501586783,-2918.9001586783393,1
BHARTIARTL,short,2026-04-01 13:50:00,2026-04-01 15:15:00,1813.7,1811.0,475,TIME,1282.5000000000216,209.272029105,1073.2279708950216,18
BHARTIARTL,short,2026-04-08 10:00:00,2026-04-08 15:15:00,1890.0,1887.8,475,TIME,1045.0000000000216,216.10231127,828.8976887300216,64
BHARTIARTL,short,2026-05-12 10:40:00,2026-05-12 11:15:00,1785.0,1792.14,475,SL,-3391.5000000000473,206.90096655099998,-3598.400966551047,8
